"site","year","daynum.tenth","daynum.median","daynum.nintieth","daynum.mean","daynum.range"
1526,2008,86,112,137,112.347769870448,51
1526,2009,85,116,137,118.906590962776,52
1526,2011,81,99,137,108.687747188551,56
1526,2013,92,113,142,119.733302235764,50
1526,2014,74,100,129,107.280357638163,55
1526,2015,87,107,137,116.703445379399,50
1528,1999,91,109,134,113.809322797784,43
1528,2000,94,111,133,116.376087197651,39
1529,2004,88,109,130,112.65521454171,42
1529,2005,95,117,138,119.902667010664,43
1529,2006,77,115,158,119.15432818866,81
1529,2007,89,100,121,105.769230770449,32
1529,2008,92,113,130,114.644289034455,38
1529,2009,85,107,127,110.627450990919,42
1529,2011,88,113,134,114.307469733361,46
1529,2014,23,39,60,44.7240170459134,37
1529,2015,95,102,107,104.451325877539,12
1530,2000,88,109,127,110.881808318291,39
1530,2001,93,114,132,116.703703700352,39
1530,2002,81,107,135,111.869714775985,54
1532,2003,86,129,157,126.996326636914,71
1533,2001,87,100,132,109.355848647319,45
1533,2003,73,101,136,106.273428062328,63
1533,2004,95,127,151,128.317246474434,56
1535,1997,81,123,165,125.505546635435,84
1535,1998,85,121,142,121.977720295607,57
1535,1999,81,97,102,96.8882501795006,21
1535,2002,46,102,150,100.725401698889,104
1535,2003,74,102,130,106.357984073504,56
1535,2004,90,113,146,118.773874317144,56
1535,2005,88,117,158,124.4197540359,70
1535,2006,73,108,151,114.782645207867,78
1535,2007,81,105,140,110.121621698229,59
1536,2004,95,119,137,120.469443221687,42
1536,2005,89,110,138,112.564107977877,49
1536,2006,89,110,136,113.7188137836,47
1536,2007,72,101,127,107.077154604174,55
1536,2008,85,106,137,111.414387309014,52
1536,2009,79,100,130,105.704651145977,51
1536,2011,76,95,139,103.559602650655,63
1536,2013,99,113,135,119.111559852596,36
1536,2014,83,103,129,106.900632322883,46
1536,2015,92,106,130,111.154652685586,38
1537,2004,83,111,133,109.948865999037,50
1537,2005,84,102,124,106.299862657442,40
1537,2006,88,102,123,109.400848731744,35
1537,2007,77,102,137,107.343205482829,60
1537,2008,80,116,144,116.8420684871,64
1537,2009,74,102,130,104.186963890274,56
1537,2011,67,96,137,102.292048422064,70
1537,2015,88,110,123,111.342755979235,35
1538,2005,85,107,127,109.718693538716,42
1538,2006,81,103,123,104.807683747487,42
1538,2007,82,104,124,106.20292002805,42
1538,2008,85,110,131,112.264509100181,46
1538,2009,80,93,119,102.715700334534,39
1538,2013,97,113,134,119.126988341298,37
1538,2014,81,102,124,104.17790888927,43
1538,2015,88,107,122,109.335067573306,34
1539,2005,87,101,132,107.476757366332,45
1539,2006,78,93,128,102.77745112022,50
1539,2007,74,102,122,104.070024165984,48
1539,2008,78,104,137,109.534596034016,59
1539,2014,79,102,130,105.553746623696,51
1539,2015,85,107,139,111.376884992864,54
1540,2005,83,107,130,111.065154714337,47
1540,2006,92,115,138,117.965578773932,46
1540,2007,105,126,137,124.975379297337,32
1540,2008,92,123,151,122.729917846746,59
1540,2009,83,95,125,103.019758116455,42
1540,2013,105,113,134,120.934036007242,29
1540,2014,87,99,122,106.81926228302,35
1540,2015,85,100,123,106.986638494473,38
1541,2005,75,102,120,105.597255163434,45
1541,2006,90,105,130,110.075255741036,40
1541,2007,74,94,123,99.694748248568,49
1541,2008,87,106,136,111.14388035624,49
1541,2009,73,92,128,103.070134314822,55
1541,2011,64,85,129,96.3783962702645,65
1541,2013,97,117,136,118.056380104077,39
1541,2014,80,103,127,106.2745168049,47
1541,2015,85,109,137,113.427533455987,52
1542,1988,109,109,117,115.521309042172,8
1542,1989,84,103,123,105.581895985854,39
1542,1990,77,102,132,102.733442158455,55
1542,1991,60,95,131,98.5601185069737,71
1542,1992,52,95,136,100.543673910628,84
1542,1993,81,109,136,111.553090696168,55
1542,1994,76,109,144,111.190996168216,68
1542,1995,82,95,133,100.357069132143,51
1542,1996,88,114,149,119.612019033226,61
1542,1997,88,102,120,106.283927541671,32
1542,1998,81,98,116,103.440751224738,35
1542,1999,85,100,120,104.53573838332,35
1542,2000,81,109,133,109.770471984525,52
1542,2001,66,102,136,102.802951539653,70
1542,2002,95,106,120,111.211840349466,25
1542,2003,95,106,127,113.946044429432,32
1542,2004,104,120,146,122.669600555661,42
1542,2005,85,104,130,108.88036034616,45
1542,2006,95,108,130,113.03573283047,35
1542,2007,81,93,123,101.53633833372,42
1542,2008,88,112,130,112.035762308171,42
1542,2009,77,92,116,96.9927244207063,39
1542,2011,64,113,158,117.652926829222,94
1542,2013,100,123,149,128.766105626128,49
1542,2014,85,113,134,115.167044726089,49
1542,2015,84,116,158,122.288157730564,74
1544,2005,92,105,121,108.814242010256,29
1544,2006,85,99,120,105.961240287156,35
1544,2007,92,106,120,110.945184050292,28
1544,2008,96,114,136,119.929414276083,40
1544,2009,83,102,120,105.204419827268,37
1544,2014,91,112,123,111.581844125823,32
1544,2015,85,100,120,102.525370242249,35
1545,2005,92,114,135,117.154611408313,43
1545,2006,99,106,127,116.046242785921,28
1545,2007,86,113,133,113.941176570724,47
1545,2008,96,114,136,121.485709368615,40
1545,2009,93,116,135,115.944904879767,42
1545,2014,96,116,131,117.621717116562,35
1545,2015,92,113,127,115.985021356925,35
1546,2006,83,94,109,98.6849877436821,26
1546,2007,90,110,123,110.365777970319,33
1546,2008,92,107,127,110.975195041063,35
1546,2009,83,90,107,96.1328161505085,24
1546,2011,84,102,123,105.320818190702,39
1546,2014,81,103,120,106.138063425897,39
1546,2015,86,108,129,112.118192144198,43
1547,2007,88,110,134,114.067804902068,46
1547,2008,92,109,128,113.596659846729,36
1548,2011,95,120,137,121.047032054245,42
1548,2013,106,123,141,127.923749540219,35
1548,2014,92,107,134,113.428066444492,42
1550,2005,85,103,116,104.701006078508,31
1550,2006,60,94,123,97.3790620679595,63
1550,2009,83,92,116,99.4212658800028,33
1550,2013,98,107,115,109.148447063579,17
1551,2009,84,93,145,108.675923687486,61
1552,2011,74,102,137,109.455396953707,63
1552,2014,88,111,130,113.269600423453,42
1552,2015,88,102,133,108.624728110742,45
1553,2011,89,109,137,115.445464689457,48
1553,2014,81,102,137,111.621408256269,56
1553,2015,95,109,137,115.254306330644,42
1554,2014,81,100,128,106.595901632984,47
1554,2015,84,95,119,102.251164876125,35
1555,2013,101,123,143,127.196206023442,42
1555,2014,95,108,131,113.489359032352,36
1556,2013,96,101,115,106.0219642087,19
1556,2014,71,85,99,88.0472154040882,28
1556,2015,78,95,122,103.566972356755,44
1557,2014,85,106,137,110.847253796201,52
1557,2015,88,113,158,122.080351171396,70
1559,2014,83,94,107,99.8196270191644,24
1559,2015,85,101,116,104.633234093908,31
1560,2014,80,103,131,106.853035587457,51
1560,2015,78,109,151,116.820045627237,73
1561,2013,106,123,141,127.983522898487,35
1561,2014,85,99,127,107.813875488044,42
1561,2015,85,109,127,109.632162232267,42
1562,2013,95,109,130,114.821964851172,35
1562,2014,83,105,121,104.754797602313,38
1562,2015,74,102,130,105.341987820098,56
1563,2014,85,108,127,110.46023255703,42
1564,2014,100,120,156,127.393256097156,56
1564,2015,92,134,163,134.104646046612,71
1565,2014,88,116,144,117.61724802158,56
1565,2015,92,114,155,123.249037685186,63
1566,2014,81,97,116,101.12565710609,35
1566,2015,78,94,113,99.6969878382782,35
1567,2014,84,102,126,104.111297247109,42
1567,2015,84,101,123,103.289321061708,39
1568,2014,83,102,116,103.362620176685,33
1568,2015,92,109,130,111.004440377165,38
1569,2014,78,113,149,117.593192557977,71
1569,2015,83,95,109,100.899815492863,26
1570,2014,78,99,113,101.748203887566,35
1570,2015,81,109,137,113.757461176121,56
1571,2014,81,109,137,110.540824897814,56
1572,2014,67,102,137,104.848207349341,70
1572,2015,123,130,144,136.341759691478,21
1573,2015,91,116,143,121.447124906145,52
1574,2015,98,116,151,122.643122473946,53
1575,2015,92,101,131,110.314597698902,39
1576,2015,85,123,151,124.467340575416,66
1577,2015,84,112,129,109.529761901097,45
1578,2015,92,106,127,113.064508104325,35
1579,2015,78,112,143,114.827053321336,65
1580,2015,86,100,130,107.35336751213,44
1581,2015,82,102,132,109.230894024303,50
1582,2015,91,116,137,118.021914117118,46
1583,2015,86,102,125,108.494868427986,39
1601,2002,89,103,117,107.23987366748,28
1603,1994,93,108,128,113.466784956727,35
1603,1995,93,113,134,116.156512303594,41
1603,1996,101,117,137,121.29115885467,36
1603,1997,89,113,130,116.486464851258,41
1603,1998,95,115,127,116.048225902946,32
1603,1999,79,99,122,105.977199495157,43
1603,2000,87,110,127,113.635286900452,40
1603,2001,102,114,127,118.867486564596,25
1603,2002,90,118,130,113.575100273267,40
1603,2003,82,95,117,102.384930988438,35
1604,2000,89,108,120,109.932050102893,31
1604,2002,85,109,129,111.948555133656,44
1605,2000,87,108,126,112.828236733541,39
1605,2011,81,97,121,103.09226738619,40
1605,2013,98,109,119,111.921326231395,21
1605,2014,86,101,122,106.30351312047,36
1605,2015,86,102,122,106.953072239201,36
1606,2000,82,102,124,105.062924777999,42
1606,2002,87,110,130,111.912532016418,43
1606,2003,82,104,119,103.491658121137,37
1606,2004,82,104,130,109.133981696395,48
1606,2005,88,104,123,107.181477877875,35
1606,2006,89,103,115,105.943226669053,26
1606,2007,78,107,131,107.597789495495,53
1606,2008,85,112,133,114.004774919147,48
1606,2009,83,90,101,96.3988166606961,18
1606,2011,81,95,122,101.884146564878,41
1606,2013,97,109,120,110.259237888284,23
1606,2014,78,93,113,100.548972087765,35
1606,2015,85,102,128,106.270738413647,43
1607,1988,94,116,130,117.135415811242,36
1607,1989,81,105,123,106.564101036873,42
1607,1990,87,109,124,108.989101915519,37
1607,1991,112,124,138,127.357481087558,26
1607,1992,87,116,132,116.558801264026,45
1607,1993,88,109,136,114.561385148455,48
1607,1994,97,107,130,114.581414463418,33
1607,1995,93,111,130,115.23939201179,37
1607,1996,101,107,123,113.292178235156,22
1607,1997,81,110,131,110.351107210674,50
1607,1998,74,119,158,120.995664880927,84
1607,1999,89,109,130,110.738576227281,41
1607,2000,88,119,133,115.89012907339,45
1607,2001,95,111,129,116.710764910657,34
1607,2002,80,102,130,108.908561468452,50
1607,2003,82,105,117,103.138386056829,35
1607,2004,89,112,133,115.323247527676,44
1607,2005,95,116,132,116.737487332536,37
1607,2006,91,112,126,113.248975289157,35
1607,2007,88,109,130,111.386363632814,42
1607,2008,91,119,132,116.813676095794,41
1607,2009,95,116,130,117.516068571923,35
1607,2011,90,109,137,114.512527335021,47
1607,2013,98,109,129,114.246048342023,31
1607,2014,86,112,126,109.568201742487,40
1607,2015,90,109,129,113.705253419218,39
1608,2000,80,116,151,116.896949859008,71
1608,2001,91,107,127,112.989471106391,36
1608,2002,98,117,133,118.463917519533,35
1608,2003,83,103,117,104.991271805842,34
1608,2004,97,115,129,117.617283944678,32
1608,2005,88,110,138,114.441860432971,50
1608,2006,81,105,119,104.887890426639,38
1608,2007,101,115,130,117.253709220372,29
1608,2008,92,114,135,117.948047234928,43
1608,2009,90,111,130,110.966975797465,40
1608,2011,81,96,119,101.152169515582,38
1608,2013,98,105,125,111.313679285949,27
1608,2014,76,88,109,94.5436507421103,33
1608,2015,88,102,124,109.363767595613,36
1610,1999,74,109,137,109.234321698652,63
1610,2000,80,116,151,117.157362639638,71
1610,2001,92,119,136,118.314005705163,44
1610,2002,85,111,133,114.903846161803,48
1610,2003,83,103,124,107.255777702143,41
1610,2004,88,115,136,117.459999977344,48
1610,2005,88,110,131,112.144578245759,43
1610,2006,83,105,126,104.582888044806,43
1610,2007,96,115,135,116.825743977531,39
1610,2008,92,121,143,121.589846462077,51
1610,2009,83,101,130,106.830446245044,47
1610,2011,88,109,129,111.38910951122,41
1610,2013,98,111,125,112.440831335336,27
1610,2014,76,93,116,97.5908164638132,40
1610,2015,88,110,124,111.480407105216,36
1613,2001,102,114,127,119.906140982301,25
1613,2002,85,109,120,110.467949752048,35
1613,2003,86,102,124,106.549970389942,38
1613,2004,81,108,127,111.18083384364,46
1613,2005,88,101,124,109.732702410809,36
1613,2006,94,104,116,108.085255191147,22
1613,2007,80,95,119,101.935181678704,39
1613,2008,92,111,130,115.513327166345,38
1613,2009,86,99,123,103.773219685623,37
1613,2011,81,94,116,98.2362176373497,35
1613,2013,96,109,126,112.260101974001,30
1613,2014,79,88,114,98.0437797109284,35
1613,2015,95,107,127,110.795723229671,32
1614,2000,88,111,127,113.114424493995,39
1614,2001,86,117,135,117.708372963497,49
1614,2002,79,101,124,106.442350980939,45
1614,2003,82,100,124,103.425075339089,42
1614,2004,86,110,128,112.279136581314,42
1614,2005,88,102,124,107.421182251902,36
1614,2006,87,101,120,107.717148189954,33
1614,2007,96,107,127,112.577093259666,31
1614,2008,95,114,128,115.326446281724,33
1614,2009,86,103,122,108.061757695941,36
1614,2011,87,102,131,110.313412125545,44
1614,2013,100,116,136,120.330442674356,36
1614,2014,93,114,135,117.860524734676,42
1614,2015,94,111,138,116.029271792246,44
1615,2007,77,116,159,119.269026371703,82
1615,2008,95,117,133,119.784677447279,38
1615,2009,84,101,130,108.611542246629,46
1615,2013,98,117,129,117.622285136327,31
1615,2014,84,105,120,107.797533783706,36
1615,2015,92,107,139,114.581201330226,47
1616,2009,84,93,130,106.784423721705,46
1616,2011,81,111,137,114.209659274514,56
1616,2013,100,107,131,116.620606229411,31
1616,2014,82,95,120,103.104970675025,38
1618,2015,85,102,124,108.697138339973,39
1701,1997,100,123,144,126.297835905615,44
1701,1998,95,131,141,126.062881173978,46
1701,1999,109,130,151,133.806917902374,42
1701,2000,102,122,144,126.82091051379,42
1701,2001,94,118,144,122.144392712731,50
1701,2002,113,128,149,132.87218700955,36
1701,2003,95,116,135,119.278397755849,40
1701,2005,88,106,138,115.776518898989,50
1701,2006,81,104,133,110.885753319635,52
1701,2008,92,119,137,121.971608928211,45
1701,2009,84,102,127,108.313951410074,43
1701,2011,95,116,132,118.273512234616,37
1701,2013,74,107,144,109.188648585953,70
1701,2014,43,85,137,93.269929340908,94
1703,2001,74,116,151,118.627132207183,77
1703,2002,102,123,142,124.437829345896,40
1703,2003,90,109,135,113.583929265917,45
1703,2004,80,116,144,115.094605918782,64
1703,2005,88,106,134,111.644456298936,46
1703,2006,90,106,127,110.911646565017,37
1703,2007,88,115,143,118.416666632621,55
1703,2008,92,123,150,125.684508293643,58
1703,2009,85,102,127,109.270554641011,42
1703,2011,95,114,142,120.264292657681,47
1703,2013,92,106,129,114.310809867826,37
1703,2015,79,101,116,102.642780149001,37
1705,1997,78,102,113,101.351189476408,35
1705,1998,81,100,122,104.610498540755,41
1705,1999,79,99,127,106.632129716457,48
1705,2000,81,97,120,102.920359046838,39
1705,2001,74,93,115,99.4215529829116,41
1705,2002,79,105,123,103.051094890358,44
1705,2003,73,93,115,98.0605228121933,42
1705,2005,75,97,119,98.4551311823292,44
1705,2006,68,88,122,95.2743381823964,54
1705,2007,74,95,117,98.4327744093185,43
1705,2008,84,95,120,103.412627272312,36
1705,2009,81,95,116,100.500386854609,35
1705,2011,70,87,123,95.4395409152231,53
1705,2013,92,109,128,111.704811604038,36
1705,2014,73,85,113,94.0719607401409,40
1705,2015,82,100,129,105.61513114418,47
1706,1995,88,111,129,111.372577256776,41
1706,1996,102,113,136,119.213515076555,34
1706,2001,93,116,142,119.171684736897,49
1706,2002,105,120,142,124.137686753062,37
1706,2003,94,116,136,116.714258653826,42
1706,2004,85,115,136,116.38874542579,51
1706,2005,94,113,138,116.659229207647,44
1706,2006,88,106,137,112.925717486526,49
1708,2002,87,111,139,115.0371379317,52
1708,2003,89,108,131,112.037888593579,42
1708,2004,80,109,136,112.431442673946,56
1708,2005,85,101,123,107.325516178153,38
1708,2006,86,102,116,105.112899245245,30
1708,2015,78,101,130,107.317051375031,52
1709,1993,85,107,127,109.571769565903,42
1709,1994,95,113,137,119.986764672819,42
1709,1995,96,111,122,112.50058603598,26
1709,1996,88,113,127,113.684928568851,39
1709,1997,91,101,122,107.801426400334,31
1709,1998,85,93,115,102.435483831061,30
1709,1999,85,107,130,109.487731658373,45
1709,2000,87,102,129,109.304022738953,42
1709,2002,85,99,125,107.767576109332,40
1709,2003,78,95,116,101.010829860123,38
1709,2004,80,102,120,104.147604077109,40
1709,2005,83,93,109,97.8199405991013,26
1709,2006,81,102,115,104.183870773937,34
1710,1998,88,116,137,118.008677923738,49
1710,2000,85,102,116,104.41217798561,31
1710,2001,107,123,144,128.582927116562,37
1710,2002,87,116,151,122.372396129873,64
1710,2003,82,115,158,122.559089477659,76
1710,2004,64,100,144,109.225155958488,80
1710,2005,95,116,144,122.935857479354,49
1710,2006,90,116,151,121.461578810659,61
1710,2007,74,95,123,101.02524034513,49
1710,2008,85,116,137,115.495918270962,52
1710,2009,80,109,144,115.566714315983,64
1710,2011,80,92,99,94.4822435265974,19
1710,2013,74,101,144,109.624944254816,70
1710,2015,93,116,144,121.325281692163,51
1714,2000,86,111,137,113.987047442949,51
1714,2002,95,108,127,113.318011721676,32
1714,2003,73,102,130,105.886760934865,57
1715,2001,85,109,136,114.253435610177,51
1715,2002,95,120,145,123.807520864572,50
1715,2003,88,106,129,111.739809307702,41
1717,2003,78,101,124,103.671126263768,46
1717,2004,65,94,115,97.0105819956575,50
1717,2005,79,94,123,100.256410265232,44
1717,2006,71,86,115,95.0351562274985,44
1717,2007,72,107,148,111.583166098745,76
1717,2008,78,103,137,106.694915243386,59
1717,2009,71,92,121,99.3821428462324,50
1717,2011,74,110,134,107.45999999206,60
1717,2013,79,102,128,106.55364805751,49
1717,2015,75,85,120,97.6350301131539,45
1718,2002,105,130,158,133.235016986725,53
1718,2003,88,116,137,116.982175083178,49
1718,2004,80,106,131,108.877633933226,51
1718,2005,88,109,134,114.539433300999,46
1719,2003,104,116,141,125.779109709625,37
1719,2004,77,113,158,116.775729815882,81
1720,2003,81,112,134,111.457020447494,53
1720,2004,75,97,136,104.456224290327,61
1720,2005,83,104,131,108.685358996351,48
1720,2006,81,93,124,103.41369750672,43
1720,2007,73,95,131,101.591044150896,58
1720,2008,72,106,144,111.755196298397,72
1720,2009,81,105,129,108.157588347622,48
1720,2011,75,94,137,105.424324053794,62
1720,2013,88,100,128,108.483387292718,40
1720,2014,80,93,122,102.036036035927,42
1720,2015,79,101,130,107.00646871241,51
1721,2003,86,97,97,97.0000000002219,11
1721,2004,108,136,165,140.932890621904,57
1721,2005,60,116,174,120.467819114941,114
1721,2006,123,123,128,127.985387071886,5
1721,2007,88,130,172,134.519723116149,84
1721,2011,89,116,141,121.19758001469,52
1721,2013,80,123,157,120.898220612077,77
1721,2014,46,92,135,93.074417684227,89
1721,2015,57,112,163,114.671861036504,106
1722,2002,111,134,149,134.597146835247,38
1722,2003,99,121,144,124.098576955326,45
1722,2004,95,117,145,122.561046397723,50
1722,2005,88,111,138,118.061521537213,50
1722,2006,90,109,139,115.372521305344,49
1723,2005,109,130,151,132.107015107297,42
1723,2006,82,103,126,105.3220796293,44
1723,2007,74,102,128,105.154516118878,54
1723,2008,74,88,116,94.0599072699818,42
1723,2009,60,95,137,102.348895729314,77
1723,2011,63,109,151,112.174363110719,88
1724,2003,84,95,116,102.009221254539,32
1724,2004,81,96,123,103.404431644135,42
1727,2005,95,119,145,119.913540780605,50
1728,2005,80,102,123,102.363046162546,43
1728,2006,76,103,130,106.139830047386,54
1728,2007,61,95,130,99.2248280681031,69
1728,2008,91,115,145,118.043442635387,54
1728,2009,64,93,121,96.9402640773943,57
1728,2011,74,92,130,102.930347223033,56
1728,2013,100,114,128,119.426943930667,28
1728,2014,85,101,113,102.575191301339,28
1728,2015,95,100,113,106.297869459838,18
1729,2006,96,117,135,119.448041319036,39
1730,2006,89,103,130,108.022283749945,41
1730,2007,81,116,144,117.710648208512,63
1731,2006,89,119,137,117.445786792474,48
1733,2007,73,97,121,98.9202843415714,48
1733,2008,84,102,129,106.339988911269,45
1733,2013,89,99,123,105.096884004834,34
1733,2014,74,93,115,98.2405268997929,41
1733,2015,80,94,116,101.456987460625,36
1734,2007,88,109,137,112.50318568238,49
1735,2009,74,113,158,118.104069025927,84
1735,2013,97,123,142,124.468981479225,45
1735,2014,80,106,127,106.915283226332,47
1735,2015,85,106,134,110.913216844446,49
1736,2008,99,126,143,125.07518229829,44
1736,2009,91,102,135,111.065538638553,44
1736,2011,117,137,155,139.29260682911,38
1736,2013,109,135,155,135.09773368235,46
1736,2015,86,109,137,114.402843965287,51
1737,2008,88,118,143,121.371087712123,55
1737,2009,81,94,130,105.051311886403,49
1737,2011,67,117,168,119.332259549591,101
1737,2013,102,130,158,132.76146380529,56
1737,2015,77,91,109,94.2089108277803,32
1738,2011,56,104,151,103.799999867887,95
1738,2013,89,109,137,115.565405472321,48
1738,2014,85,85,95,94.0840750936458,10
1738,2015,60,67,74,71.2079124791624,14
1739,2011,80,116,151,118.483733921581,71
1739,2013,96,113,143,121.765941750007,47
1739,2015,88,94,134,109.779903541465,46
1740,2011,61,104,137,103.959960314463,76
1740,2013,81,114,151,118.177440616326,70
1740,2014,67,88,109,91.5150074163974,42
1740,2015,80,101,137,109.01990511372,57
1741,2011,75,102,144,109.554000770007,69
1741,2013,88,107,130,109.335572938147,42
1741,2014,39,81,126,85.7339012581128,87
1741,2015,60,102,151,105.786464707712,91
1742,2011,82,109,143,114.669890769155,61
1742,2013,60,102,151,108.931862763909,91
1742,2014,93,109,123,111.623002729374,30
1742,2015,81,87,94,92.2123947746361,13
1743,2011,82,123,153,123.078341013823,71
1743,2013,95,110,132,113.814684777702,37
1743,2014,86,106,129,111.758849618548,43
1743,2015,85,109,128,112.44046282859,43
1744,2011,80,101,117,101.94317335611,37
1744,2013,91,101,123,107.728829330097,32
1744,2014,80,93,115,96.9082444820137,35
1744,2015,79,92,122,100.043656167433,43
1745,2011,82,114,136,113.496455694059,54
1745,2013,96,113,134,115.568446787446,38
1745,2014,79,102,120,102.755813953539,41
1745,2015,86,100,122,104.914116480256,36
1746,2011,84,113,143,120.664969811371,59
1746,2013,81,115,150,119.613653866228,69
1746,2014,93,116,137,117.74667171562,44
1746,2015,90,116,134,115.989559138653,44
1747,2013,120,137,149,139.344924884522,29
1747,2015,84,109,144,113.372499635221,60
1748,2013,96,116,144,120.330044463685,48
1748,2014,78,101,128,108.706877483171,50
1748,2015,85,101,122,108.200673303439,37
1751,2013,80,99,123,102.48783543583,43
1751,2014,81,102,113,102.553261533641,32
1751,2015,46,101,151,101.474487270033,105
1752,2013,90,101,116,106.173223144649,26
1752,2015,95,112,116,111.334923900715,21
1753,2013,102,115,129,117.774195919012,27
1753,2014,81,104,130,107.643719580891,49
1754,2013,78,116,158,121.616268661337,80
1754,2014,39,88,137,91.7216911344228,98
1754,2015,84,100,128,107.393925628293,44
1755,2013,110,130,158,135.999864185361,48
1755,2014,34,78,120,82.9980691764449,86
1755,2015,84,100,116,102.130282877416,32
1756,2014,81,102,129,107.919984454755,48
1756,2015,84,109,130,109.348824979812,46
1757,2014,73,94,129,103.561609120225,56
1758,2014,78,101,128,104.839938812568,50
1758,2015,80,100,139,107.447735223925,59
1760,2015,80,85,108,95.271945896562,28
1761,2015,85,110,139,113.317508141033,54
1762,2015,84,100,123,105.031710285867,39
1763,2015,80,95,124,102.413089331378,44
1764,2015,85,99,115,103.927505202327,30
1780,2006,90,109,139,115.372521305344,49
1780,2007,97,116,156,124.946354312471,59
1780,2008,102,126,150,128.612782906428,48
1780,2009,85,109,140,113.709495500515,55
1780,2011,82,112,144,115.465429793071,62
1780,2013,96,110,144,118.183759363212,48
1780,2014,78,101,126,105.733216137598,48
1780,2015,79,101,130,108.769655879279,51
1803,1997,90,114,142,121.033805713043,52
1803,1998,94,129,151,127.923757547675,57
1803,1999,92,120,155,125.079447136494,63
1803,2000,85,113,144,119.754666460995,59
1803,2001,86,123,161,127.734292426999,75
1803,2002,111,130,162,138.296579520433,51
1803,2003,92,118,147,120.993952262557,55
1803,2004,95,131,151,130.048697925518,56
1803,2005,97,123,161,127.677396672211,64
1803,2006,98,123,148,126.020934214858,50
1803,2007,111,147,165,143.985326449746,54
1803,2008,94,129,166,133.72085887888,72
1803,2009,90,118,150,121.190659697372,60
1803,2011,112,136,158,137.359620084918,46
1803,2013,102,114,154,123.316841019136,52
1803,2014,78,106,141,113.83193316419,63
1803,2015,84,100,151,112.087786260912,67
1805,1999,94,106,134,114.261331355029,40
1805,2000,86,106,128,110.817079385651,42
1807,1999,85,106,136,111.335107431833,51
1807,2000,88,105,120,107.946282482821,32
1807,2001,91,103,120,107.781158852643,29
1808,1980,68,81,95,84.7794197559064,27
1808,1981,83,99,113,102.742786963581,30
1808,1983,94,116,137,118.087020912017,43
1808,1984,72,81,81,81.0000000000124,9
1808,1985,95,116,144,120.209770342787,49
1808,1986,67,109,144,111.760040395821,77
1808,1987,109,123,144,127.142466771235,35
1808,1988,109,116,123,120.533355142051,14
1808,1989,88,109,130,114.363180420008,42
1808,1990,102,116,123,116.184855074074,21
1808,1992,95,109,130,113.406551847522,35
1808,1993,109,116,123,120.958237372303,14
1808,1994,88,116,144,119.315125361151,56
1808,1995,99,116,144,122.990000127942,45
1808,1996,109,116,123,121.629748690132,14
1808,2001,84,109,137,114.161375704049,53
1808,2002,94,116,137,117.983866264594,43
1808,2004,50,95,137,98.0973678581211,87
1808,2006,75,109,144,110.600898628097,69
1809,2001,84,109,137,112.409193415587,53
1809,2002,97,116,144,121.76366300682,47
1809,2003,60,100,151,107.880180057854,91
1809,2004,60,102,144,105.877687271044,84
1809,2005,81,109,129,110.272586473571,48
1809,2006,65,112,148,112.099920757864,83
1809,2007,39,95,137,95.0269730927323,98
1809,2008,95,109,130,115.432033613096,35
1809,2013,87,105,116,105.676464643114,29
1809,2014,62,99,151,106.741210142706,89
1809,2015,66,102,144,107.886983882006,78
1811,2000,85,120,165,127.315434175679,80
1811,2001,89,118,151,123.512019841333,62
1811,2002,100,130,151,131.519793631671,51
1811,2003,95,116,130,118.970530985624,35
1811,2004,85,118,144,119.594327762132,59
1811,2005,81,99,133,106.198097451779,52
1811,2006,91,108,126,109.949087861913,35
1811,2008,95,114,137,119.97762878107,42
1811,2011,81,116,155,121.515955226535,74
1811,2013,88,116,137,117.259076569495,49
1811,2014,84,112,137,112.605860320531,53
1811,2015,67,116,158,115.589134142003,91
1813,2001,74,99,135,107.875358735045,61
1813,2002,108,138,148,137.103188663302,40
1813,2003,94,114,136,118.483923249948,42
1813,2004,85,106,136,115.725658860652,51
1813,2005,95,116,137,118.055458553925,42
1813,2006,89,109,139,113.928168002757,50
1813,2007,98,124,145,124.515796226821,47
1813,2008,99,129,146,129.104197257349,47
1813,2009,92,118,138,120.112612594864,46
1813,2011,91,126,143,126.981283811739,52
1813,2013,106,131,144,128.579792916963,38
1813,2014,88,116,131,116.283895008047,43
1813,2015,86,112,137,115.623048910031,51
1820,2005,98,116,143,121.13085033795,45
1820,2006,84,106,137,111.178885519634,53
1820,2007,88,109,159,121.29938073417,71
1820,2008,84,106,136,110.739634475777,52
1820,2009,81,96,127,103.464597898008,46
1821,2009,82,103,133,107.353270179682,51
1821,2011,109,132,151,135.336497788176,42
1821,2013,95,109,144,117.424103024153,49
1821,2014,60,106,152,107.853340249205,92
1821,2015,79,109,134,110.928337025016,55
1823,2009,60,81,109,87.4918222736532,49
1824,2009,85,102,123,105.249014791548,38
1825,2009,60,90,122,93.834127773528,62
1826,2009,64,101,130,101.254874513323,66
1827,2011,94,136,163,135.876304891496,69
1827,2013,100,114,154,125.089540100641,54
1827,2014,85,119,148,119.892501455275,63
1827,2015,91,118,159,123.802961035411,68
1828,2011,95,125,151,127.770055556315,56
1829,2011,93,123,143,124.768310675949,50
1830,2011,74,117,155,116.734118794231,81
1830,2014,78,101,130,104.725137697219,52
1830,2015,79,101,123,102.284533245323,44
1831,2011,75,95,132,104.28332637039,57
1832,2013,95,110,130,116.27671893768,35
